SRA_id,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species
SRR1609844,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609845,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609834,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR1609835,178872,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus
SRR16633910,371454,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,Naematelia aurantialba
SRR16633911,371454,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,Naematelia aurantialba
SRR16633912,371454,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,Naematelia aurantialba
SRR1662168,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR16887720,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887721,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887722,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887723,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887724,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887725,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887726,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887727,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR16887728,80661,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Phlebopus portentosus
SRR1693603,156515,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella calospora
SRR1693601,156515,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella calospora
SRR1693522,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1693521,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1693520,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1693519,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1693518,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1693517,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1695866,36781,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis incrustans
SRR1695867,36781,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis incrustans
SRR16998503,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR16998504,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR16998505,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR16998507,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR16998508,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR16998511,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR17034670,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034671,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034672,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034675,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034676,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034677,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034679,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17034680,79798,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus blazei
SRR17286181,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286182,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286183,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286184,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286185,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286186,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286187,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286188,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR17286189,1174677,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Morchella sextelata
SRR1752496,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR1752495,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR1752493,85982,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula,Serpula lacrymans
SRR1752517,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1752516,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1752515,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1752514,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1752513,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1752512,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR17654850,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654858,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654862,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654864,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654871,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654877,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654884,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17654886,104341,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,Postia,Postia placenta
SRR17930457,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930458,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930459,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930460,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930461,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930462,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930463,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930464,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930465,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930466,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930467,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR17930468,648681,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
SRR1812334,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1812333,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1812332,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR1812331,76867,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cylindrosporum
SRR18270012,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270013,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270014,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270015,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270016,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270017,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270018,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270019,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270021,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270022,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18270023,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18594308,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594309,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594310,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594311,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594312,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594313,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594314,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594315,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594316,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594317,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594318,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594319,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594320,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594321,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18594322,5315,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma lucidum
SRR18802847,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18802848,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18802849,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18802852,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18802854,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR18802839,5353,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
SRR19257105,34467,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma tsugae
SRR19257109,29884,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma applanatum
SRR19257110,1173713,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma sichuanense
SRR19257112,34465,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma resinaceum
SRR19352686,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352687,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352688,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352689,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352690,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352691,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352692,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352693,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352694,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352695,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352696,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19352697,68746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia rugosoannulata
SRR19345754,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345755,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345756,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345757,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345758,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345759,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345760,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR19345763,416442,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius hatsudake
SRR1963169,48571,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus granulatus
SRR1963168,48571,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus granulatus
SRR20678297,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20678298,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20678302,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673782,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673783,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673784,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673788,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673789,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR20673790,5322,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus
SRR2087138,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR2087137,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR2087135,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR2087134,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR2087133,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR2086494,2696576,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Taiwanofungaceae,Taiwanofungus,Taiwanofungus camphoratus
SRR21010969,380665,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus pallidus
SRR21195572,690259,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum siamense
SRR21185700,40482,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula lateritia
SRR2517435,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517436,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517437,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517432,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517433,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517434,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517429,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517430,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517431,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517426,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517427,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2517428,34373,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
SRR2545913,47429,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea
SRR2730923,1739564,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus sp. HH-2015d
SRR2730879,1739563,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus sp. HH-2015c
SRR3123563,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123562,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123561,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123560,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123559,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123558,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123557,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123556,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123555,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123554,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123553,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123552,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123551,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123550,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123549,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123548,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123547,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123546,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123545,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123544,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123543,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123541,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
SRR3123540,192523,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus
